trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,16,6.982824704134037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,11,17.672499973156427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,12,-1.6914894251856893,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",30,0,29.591849795745468,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",30,12,-37.781921683381675,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",25,0,-5.817858860105309,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,8,-25.044336009616842,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,15,-0.1290215599868576,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",30,15,18.253369187203184,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",20,3,11.296722309006373,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,3,16.811796263266828,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,2,-19.7405287497772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,3,-58.89282873039351,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",35,8,39.26616295456065,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,0,-9.08238234634057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
197,False,"{'a': 0.01, 'e': 0.140858420921045}",20,0,-1.4113171916913196,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
198,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,16,9.570536341143919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13806923731089282}",25,18,11.268398399759144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,0,-27.58633588141345,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.01, 'e': 0.1353352832366127}",20,6,16.241210067873997,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,2,5.723286782391483,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,5,13.799889274184629,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.13133552114849303}",30,17,21.925190287461994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,3,21.757209990606427,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12873490358780423}",25,7,19.157911274865647,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12745396989482075}",25,15,17.341761512061247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12618578170503877}",25,0,-30.75387160064097,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
209,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,6,29.076549773844956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,18,10.66723147687032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.1224564282529819}",20,8,23.74411660699156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,1,-7.734346522486698,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.12003162851145673}",30,12,18.52708534026771,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,6,29.76328914153997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11765484302177918}",30,14,26.052050215486936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,16,9.102250731560707,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.11532512103806251}",30,12,29.195347098942463,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,5,-89.07865615601825,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 2}",1
219,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,12,9.810551707168857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,0,14.533599486402514,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,16,6.618309758052115,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,15,0.23566870878756285,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10860910882495796}",25,11,16.466892761886193,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",25,0,-16.839720293989924,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,12,15.93131279746898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,0,25.087747658651907,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.104350484754765}",30,15,4.6630105992242425,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",30,22,-9.826775350530447,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",30,16,-38.04066026381037,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",25,17,15.278703627621963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",30,0,-19.74395433065711,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",30,20,16.99707930280241,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,14,4.9911619092280155,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",25,15,18.86471845565249,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,2,21.968846532401766,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",35,22,14.349441002488248,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,9,12.80139404335605,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",35,0,-7.900947041893526,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 1}",0
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",25,20,8.973026832927564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,2,12.289187382232516,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",25,13,-34.43444616206131,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,0,3.7500502555625825,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",25,0,25.62667352156811,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,3,26.417042428147685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",30,19,21.523582252687877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",25,0,-39.86356748173592,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",1
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,0,24.426274723878407,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",30,1,11.244296277166477,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,4,19.155951345827113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",25,19,13.163357565759602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",30,3,-5.127667671900334,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,12,11.37347361936821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",20,7,24.535883433851236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,17,13.448320020193345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",30,20,16.832023990234635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",30,8,26.54573306782375,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,0,29.052427730089267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,10,1.614858515405942,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",25,1,1.8190414520391816,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",20,0,28.733059093922527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,4,22.697207859478745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,5,24.204861983244065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",25,7,20.266296833519128,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",35,22,-9.893324198677718,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",35,0,37.001362107591035,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",25,9,27.740068709640752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",25,13,23.373804100561678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",35,18,31.56576940725982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",25,0,28.285744177043107,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,16,-23.844947648567832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,0,30.66543932786979,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,1,-5.023473020661287,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,11,16.925668703674887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",30,18,21.841903427403118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,12,14.059578453669294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",35,0,-10.215920448370875,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",25,10,21.59066895353977,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",20,0,-53.59913615224943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",25,11,26.362492058120797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,0,32.90443751997074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,6,26.206657751068136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",20,4,23.45274182566265,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",30,15,-49.13179762348673,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,13,13.283591752467732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,7,20.61561462726149,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,3,28.473552444310414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,0,35.53810074926609,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",20,8,-17.728690975467728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,7,-12.844184171355668,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,0,32.83327050825119,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",30,13,28.725929383019132,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,0,40.06604710629393,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,13,23.43184202922121,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",25,16,2.6127792688705216,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,13,-30.735199053627543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,11,17.288793620621448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",25,17,15.970183367532206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",30,16,25.39001509011041,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,10,3.4148796599094755,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,2,33.786192601635,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,0,32.10262778218244,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,0,-21.160393641418743,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.01, 'e': 0.04880121836201296}",25,16,16.191195214792256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,10,18.184932165147544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04783488949419837}",20,8,16.149948737275917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.04735892439114091}",25,0,-25.133633779317673,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
307,False,"{'a': 0.01, 'e': 0.046887695219988486}",25,0,22.252845473119454,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.01, 'e': 0.04642115485743125}",20,0,28.540022464459934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,16,6.497047015345414,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.04550195440462157}",25,6,28.54055971176447,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.0450492023935578}",20,4,15.798534836219282,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,7,20.774623833923414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04415716841969286}",25,0,31.10292455383081,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.01, 'e': 0.04371779725275094}",20,0,24.846027656083894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.043282797901965896}",25,12,20.643405549092243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04285212686704019}",35,8,46.27389172722302,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.042425741080511385}",20,4,22.04273968782246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04200359790344555}",20,0,29.523320493120163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.01, 'e': 0.04158565512117316}",30,0,26.64347215991616,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.04117187093906774}",25,0,36.228179636672635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04076220397836621}",25,13,10.035317417904142,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.04035661327203115}",20,11,17.327137634911892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,5,25.31429858621798,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039557498788398725}",30,0,34.25942985694995,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.01, 'e': 0.039163895098987066}",30,0,29.405079423751552,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
326,False,"{'a': 0.01, 'e': 0.03877420783172201}",30,18,18.526488138649206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,20,6.6677735602073405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,0,-2.406964813277612,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
329,False,"{'a': 0.01, 'e': 0.0376282568071762}",25,12,16.669279052798235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.03725384939621581}",20,12,12.032578634545054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,16,16.65585778085279,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.0365161737537404}",30,11,40.340654877248795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.03615283175404641}",25,12,20.018097009622856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.0357931050676553}",25,16,13.249043157513203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.03543695772159864}",25,0,35.431742480387136,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,2,26.86104561075993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03473525894473856}",25,3,22.495185789454716,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.03438963734347271}",25,15,-1.6237531906278324,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,0,25.437152088867922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.01, 'e': 0.033708676899572396}",20,14,10.854322512915335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03337326996032608}",25,0,31.322123449532373,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,7,22.7254788591252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03271243493901982}",20,10,17.90704510347235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,14,9.935504331958253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03206468532786077}",35,10,2.0796094913763694,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.01, 'e': 0.03174563637806794}",30,24,12.614793461889704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.03142976201836771}",20,3,15.906406242420909,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.03111703066106086}",30,4,20.883146812128743,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,0,22.80621672269111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,0,30.773497293031827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.0301973834223185}",20,0,5.024871057178862,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
352,False,"{'a': 0.01, 'e': 0.029896914436926308}",30,21,18.26299373179306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029599435167892}",20,12,13.548214172987908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029304915867040746}",25,2,35.61596155554627,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,6,-20.508060858935394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.01, 'e': 0.028724639654239423}",20,1,27.832219512611214,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,2,27.51320797583496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.028155853680300096}",25,15,15.563479530663031,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027875698255247015}",20,0,29.325161651351277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.027598330423249287}",20,0,26.223022083457565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.02732372244729256}",20,6,1.657020804145158,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.027051846866350416}",20,0,25.65272040739977,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.026782676492638175}",30,17,26.289888567097083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.02651618440889418}",20,13,5.9573071246158085,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.02625234396568796}",25,19,11.415681584631647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.025991128778755347}",20,9,-24.122153501374335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
